ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Who,Other - Who,Region,Other - Region,Date/Time,Security Presence,Other - Security Presence,Cleaning Evidence,Other - Cleaning Evidence,Signs-Assistance,Other - Signs-Assistance,Signs-Other,Other - Signs-Other,Flagging,Other - Flagging,Notes about this datum,x,y,Sign Category-Bin1,Sign Category Sentiment-Bin2,Sign Category Overall Sentiment-Bin 3,Signs Within Same Image,Post-Fire Period (Years)
386,d465e194-9512-4286-b3de-b4605fb1d407,24:25.2,sean.anderson_CSUCIGIS,24:25.2,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:23,,,,,Private_Sector-other,,,,,,Consumers Beware of unlicensed contractor,-118.142973,34.20010268,Warnings-Avoid Scams,Education,positive,1,1
387,9fe4f66d-a1a7-42eb-8d12-898521c11764,25:34.8,sean.anderson_CSUCIGIS,25:34.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:24,,,,,,,"Pro-Community,Construction/Rebuilding",,,,Altadena Strong sign from S&N Buikders,-118.144193,34.20138072,Pro-Community & Rebuilding-Construction Sign,Pro-Community,positive,1,1
388,5ccdadc1-7329-44cf-ad48-b58b9a0f80c5,26:17.8,sean.anderson_CSUCIGIS,26:17.8,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:25,,,,,,,For_Sale-Ad,,,,,-118.1436423,34.20258148,For Sale,Sale Offer,negative,1,1
389,8ce0f96d-359c-4468-bcba-9036e64d44ca,27:13.7,sean.anderson_CSUCIGIS,38:57.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:26,,,,,County,,,,,,Beware Unlicensed Contractors,-118.1453608,34.20312158,Warnings-Avoid Scams,Education,positive,1,1
390,9a1f7e61-ee63-49ae-84fb-33e5d9c620ea,29:26.0,sean.anderson_CSUCIGIS,29:26.0,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:27,,,,,,,"Pro-Community,other",Humor,,,My Entire Life Burned In Altadena and all I got was this Lawn Sign,-118.1460916,34.20288845,Humor & Satire,Humor,positive,1,1
391,97fbb254-c327-4ce9-adb8-726c2ff93001,31:38.3,sean.anderson_CSUCIGIS,31:38.3,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:29,,,,,,,Pro-Community,,,,Altadena Not For Sale,-118.1527262,34.20236892,Pro-Community Not For Sale,Pro-Community,positive,1,1
392,c051bb5d-3eed-4aa0-8593-05f990f240b1,32:22.1,sean.anderson_CSUCIGIS,32:22.1,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:31,,,,,,,Construction/Rebuilding,,,,Foundation to Roof Construction with American Flags,-118.1536558,34.20232685,Rebuilding-Construction Sign,Rebuilding,positive,1,1
393,04b004ba-b1f2-4436-bb3d-9f6b1e010917,34:44.5,sean.anderson_CSUCIGIS,34:44.5,sean.anderson_CSUCIGIS,Sean Anderson,,Eaton,,12/29/25 23:32,,,,,,,Pro-Community,,,,Altadena Not Fie Sale,-118.1591746,34.2012421,Pro-Community Not For Sale,Pro-Community,positive,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,f07160ae-64f3-444b-924b-6743a93a0764,13:03.1,sean.anderson_CSUCIGIS,13:03.1,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:09,,,,,,,other,Businesses Open,,,Topanga Businesses Open (neutral),-118.6052425,34.14894102,Commerce,Ads-Neutral,neutral,1,1
395,f774643d-d931-4fdb-80df-f7c6b72f2cc1,19:03.5,sean.anderson_CSUCIGIS,19:03.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:13,,,,,,,Trespass_Warning,,,,Private Property Unauthorized or improperly parked vehicles will be impounded.,-118.5919091,34.12031758,Security-Stay Away,Security-Negative,negative,1,1
396,5dd0c334-9623-4644-85b7-95471cd342f7,59:08.5,sean.anderson_CSUCIGIS,47:49.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:19,,,,,,,other,Art,,,Art of fire; Topanga Wall of Art,-118.5924776,34.10429293,Pro-Community Art & Memory,Pro-Community,positive,1,1
397,bcda52a7-ac6f-490c-9ac2-95e0cfddc197,13:48.8,sean.anderson_CSUCIGIS,13:48.8,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:22,,,,,,,For_Sale-Ad,,,,,-118.5933908,34.10130393,For Sale,Sale Offer,negative,1,1
398,d3807322-0ee1-4b37-994c-40d711a10341,13:52.9,sean.anderson_CSUCIGIS,13:52.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:23,,,,,,,For_Sale-Ad,,,,,-118.6023717,34.09422041,For Sale,Sale Offer,negative,1,1
399,5ea182f4-007d-4a17-92c1-7312e0db3e7e,13:54.9,sean.anderson_CSUCIGIS,13:54.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:24,,,,,,,For_Sale-Ad,,,,Forster Jones For Sale,-118.6022871,34.09126146,For Sale,Sale Offer,negative,1,1
400,707d388a-653c-48d4-8b4c-1eb767a3ae6c,13:56.5,sean.anderson_CSUCIGIS,13:56.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:25,,,,,"State,County",,,,,,Wildfire Safe Clean-Up: What To do When Cleaning Up Ash (positive),-118.604395,34.08983669,Government-Rules,Clean-up Rules,neutral,1,1
401,90f9c264-185a-4d11-829c-f2ad80096cff,13:58.5,sean.anderson_CSUCIGIS,13:58.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:27,,,,,,,other,Art,,,"Art Mural about pro environment, anti-fossil fuels",-118.6044106,34.08867188,Pro-Environment,Pro-Environment,positive,1,1
402,1132375f-b733-4d1c-b6cf-ce3517ab5306,14:00.3,sean.anderson_CSUCIGIS,14:00.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:30,,,,,"State,County",,,,,,Clean-Up resources sign (same as image just previously collected),-118.5998618,34.08363276,Government-Rules,Clean-up Rules,neutral,1,1
403,d44d146c-3953-4747-ab68-8891248e5f35,14:03.2,sean.anderson_CSUCIGIS,14:03.2,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:33,,,,,other,Drive Slow Bear Cubs In Area,,,,,,-118.6032917,34.079799,Pro-Environment,Pro-Environment,positive,1,1
404,22b4cbdc-9704-49e0-af83-653a431ecdf2,14:07.6,sean.anderson_CSUCIGIS,14:07.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:37,,,,,,,For_Sale-Ad,,,,,-118.6037017,34.07835388,For Sale,Sale Offer,negative,1,1
405,6a6ac15e-5190-443e-b990-475d370825ce,14:12.7,sean.anderson_CSUCIGIS,14:12.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:39,,,,,other,Drive Slow Bear Cubs In Area,,,,,,-118.6063862,34.07739567,Pro-Environment,Pro-Environment,positive,1,1
406,27806aa9-b7d9-46b4-b26c-0feaeb0a4517,14:17.1,sean.anderson_CSUCIGIS,14:17.1,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:41,,,,,Private_Sector-other,,,,,,Arson Watch,-118.6110045,34.06820044,Pro-Community Arson Watch,Pro-Community,positive,1,1
407,3d7465b4-0f28-436a-9396-fa9f79678358,14:21.4,sean.anderson_CSUCIGIS,14:21.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:46,,,,,,,Construction/Rebuilding,,,,CapeGrey Cobstruction,-118.6118578,34.06857084,Rebuilding-Construction Sign,Rebuilding,positive,1,1
408,485e1523-0185-4554-a209-c35a289f92f7,14:24.4,sean.anderson_CSUCIGIS,14:24.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:47,,,,,"State,County",,,,,,Wildfire Clean-Up Guidelines,-118.6115547,34.06815111,Government-Rules,Clean-up Rules,neutral,1,1
409,2f4685c6-83d2-48a4-8c12-9b7f2504fe1e,14:26.7,sean.anderson_CSUCIGIS,14:26.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:50,,,,,,,For_Sale-Ad,,,,Coldwell Banker for sale sign,-118.6171223,34.06579009,For Sale,Sale Offer,negative,1,1
410,aa413e72-e967-4b52-a333-ede95a13529b,14:30.4,sean.anderson_CSUCIGIS,14:30.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:53,,,,,,,For_Sale-Ad,,,,Sotheby’s,-118.6168195,34.06424835,For Sale,Sale Offer,negative,1,1
411,d977a6b3-3445-4d33-84b0-5be46f4ab838,14:34.5,sean.anderson_CSUCIGIS,14:34.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:54,,,,,,,Trespass_Warning,,,,Lots of Private Property Signs,-118.6109262,34.06059945,Security-Stay Away,Security-Negative,negative,1,1
412,f2ffb962-b4b2-4e13-9bea-b3cf61d4f20d,14:38.2,sean.anderson_CSUCIGIS,14:38.2,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 17:57,,,,,,,Construction/Rebuilding,,,,Several signs,-118.5874222,34.03917753,Rebuilding-Construction Sign,Rebuilding,positive,1,1
413,81329e0f-ff31-421d-a0c6-10da583df33a,14:41.8,sean.anderson_CSUCIGIS,14:41.8,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:14,,,,,,,For_Sale-Ad,,,,For Sale,-118.5868402,34.03900441,For Sale,Sale Offer,negative,1,1
414,e4a3f9fc-b39d-4f0f-bde4-4548a3e19680,14:46.6,sean.anderson_CSUCIGIS,14:46.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:15,,,,,,,For_Sale-Ad,,,,,-118.5864509,34.03888408,For Sale,Sale Offer,negative,1,1
415,7a966e13-a2e0-4b24-8e85-436228704e62,14:49.0,sean.anderson_CSUCIGIS,15:41.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:15,,,,,,,Trespass_Warning,,,,No Tresspassing sign on cyclone fence along PCH,-118.5865329,34.03890175,Security-Stay Away,Security-Negative,negative,1,1
416,455994b9-8a5c-41c3-8dfd-0ed60e5b3e06,14:53.6,sean.anderson_CSUCIGIS,14:53.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:16,,,,,,,Construction/Rebuilding,,,,,-118.5684469,34.04900999,Rebuilding-Construction Sign,Rebuilding,positive,1,1
417,4b6f2383-1972-4e53-ac23-faa5dd5b5654,14:57.6,sean.anderson_CSUCIGIS,14:57.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:22,,,,,,,Construction/Rebuilding,,,,,-118.5687091,34.04910038,Rebuilding-Construction Sign,Rebuilding,positive,1,1
418,c6eebba1-d24e-40fd-8998-9a18640e59d3,15:04.5,sean.anderson_CSUCIGIS,15:04.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:23,,,,,,,"Trespass_Warning,Pro-Community",,,,Palisades strong sign next to an armed response sign,-118.5689782,34.0466754,Security-Stay Away,Security-Negative,negative,1,1
1041,c6eebba1-d24e-40fd-8998-9a18640e59d3,15:04.5,sean.anderson_CSUCIGIS,15:04.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:23,,,,,,,"Trespass_Warning,Pro-Community",,,,Palisades strong sign next to an armed response sign,-118.5689782,34.0466754,Pro-Community Strong,Pro-Community,positive,2,1
419,433272dd-c419-4572-b9e5-cc134ada142e,15:07.9,sean.anderson_CSUCIGIS,15:07.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:25,,,,,,,For_Sale-Ad,,,,,-118.5710876,34.04861461,For Sale,Sale Offer,negative,1,1
420,7ff626a9-006c-4768-9cd3-7209109f3047,15:10.4,sean.anderson_CSUCIGIS,15:10.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:27,,,,,,,Construction/Rebuilding,,,,Pacific Coast Design Group,-118.5712376,34.04817683,Rebuilding-Construction Sign,Rebuilding,positive,1,1
421,7f014d5d-78d7-436a-9d2e-f1eef64901f2,15:12.7,sean.anderson_CSUCIGIS,15:12.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:28,,,,,"other,Private_Sector-other",HOA Rebuilding Permits Sign,,,,,Hard to bin this one.  Rebuilding Sunset Mesa Sign: All building plans must be submitted to APP.PAYHOA.COM for A/C-HOA Approval PRIOR to LA County Planning Permit Process.,-118.5717029,34.04775381,HOA Rules,Rebuilding,neutral,1,1
422,771bf920-fa99-48dc-b55d-cce349b1a3c1,15:14.0,sean.anderson_CSUCIGIS,15:14.0,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:31,,,,,,,Construction/Rebuilding,,,,Callahan Construction,-118.5721194,34.04641836,Rebuilding-Construction Sign,Rebuilding,positive,1,1
423,28b929d9-5135-494b-ae49-82384d2dc670,15:15.6,sean.anderson_CSUCIGIS,15:15.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:33,,,,,,,Construction/Rebuilding,,,,F2F Sevan Construction,-118.5722334,34.04630992,Rebuilding-Construction Sign,Rebuilding,positive,1,1
424,8c63a113-47b7-4d65-b2fb-fa17a3137359,15:17.9,sean.anderson_CSUCIGIS,15:17.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:34,,,,,,,Construction/Rebuilding,,,,SMT Builders,-118.572501,34.04611976,Rebuilding-Construction Sign,Rebuilding,positive,1,1
425,a45e17f5-28fa-4383-a085-f2a54e93f5d9,15:19.7,sean.anderson_CSUCIGIS,15:19.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:34,,,,,,,For_Sale-Ad,,,,Sando Darzan Realty For Sake Sign,-118.5727484,34.04597293,For Sale,Sale Offer,negative,1,1
426,e28b3b51-4173-4a40-8ce1-565aa70a92c9,15:21.4,sean.anderson_CSUCIGIS,15:21.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:35,,,,,,,Trespass_Warning,,,,,-118.5732251,34.04528596,Security-Stay Away,Security-Negative,negative,1,1
427,d93cb36e-c22a-492f-82a0-e29cfc3b9b1a,15:23.0,sean.anderson_CSUCIGIS,15:23.0,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:36,,,,,,,Construction/Rebuilding,,,,Seaview Homes Construction,-118.5732226,34.04429556,Rebuilding-Construction Sign,Rebuilding,positive,1,1
428,1cdab4c1-95ca-4764-8360-e54d9ade3087,15:25.5,sean.anderson_CSUCIGIS,15:25.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:37,,,,,,,Construction/Rebuilding,,,,T Apple General Contracting,-118.5731538,34.04356043,Rebuilding-Construction Sign,Rebuilding,positive,1,1
429,084ccc03-debe-4131-b69e-e442ba74791d,15:27.0,sean.anderson_CSUCIGIS,14:54.1,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:37,,,,,,,Trespass_Warning,,,,,-118.5739801,34.04346444,Security-Stay Away,Security-Negative,negative,1,1
430,73dfed72-4808-4507-944e-ed30d40ee6e6,15:28.6,sean.anderson_CSUCIGIS,15:28.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:38,,,,,,,Construction/Rebuilding,,,,,-118.5741044,34.0445528,Rebuilding-Construction Sign,Rebuilding,positive,1,1
431,5aef0322-75dd-4056-8165-2018f36cd7bf,15:30.9,sean.anderson_CSUCIGIS,15:30.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:39,,,,,Private_Sector-Clean-Up,,,,,,Ad for structural help,-118.5742123,34.04592924,Contractor Ad,Ads-Neutral,neutral,1,1
432,78788975-f4c9-4e7d-b740-f538500a622a,15:32.4,sean.anderson_CSUCIGIS,15:32.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:40,,,,,,,For_Sale-Ad,,,,Kristin Alexander,-118.5744442,34.04592824,For Sale,Sale Offer,negative,1,1
433,2978257d-7b99-4a3b-b5a0-4163a371b49b,15:36.3,sean.anderson_CSUCIGIS,15:36.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:40,,,,,,,Construction/Rebuilding,,,,This (and one of the previous) seem to be an outside investment group (Buildmaster Devrlopment Group)…possibly negative???,-118.57518,34.04564284,Rebuilding-Construction Sign,Rebuilding,positive,1,1
434,1fd52b17-e5ec-47c0-9d33-9236939af553,15:38.1,sean.anderson_CSUCIGIS,14:15.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:42,,,,,other,Rebuilding Sunset Mesa HOA Guidance Sign,,,,,Rebuilding Sunset Mesa HOA sign,-118.5754234,34.04550342,HOA Rules,Rebuilding,neutral,1,1
435,ec8a7d2f-07d4-4dc0-a4b3-1461e3394376,15:40.7,sean.anderson_CSUCIGIS,15:40.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:44,,,,,,,Construction/Rebuilding,,,,Buildmaster Development Group sign (investment group),-118.5754959,34.04545414,Rebuilding-Construction Sign,Rebuilding,positive,1,1
436,b4c33f26-d856-47b3-8d46-7c6f92d33b5c,15:42.3,sean.anderson_CSUCIGIS,15:42.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:45,,,,,,,Construction/Rebuilding,,,,F2F Sevan Palisades Home Builders,-118.5765103,34.04502132,Rebuilding-Construction Sign,Rebuilding,positive,1,1
437,38647453-825b-4d21-90bf-802383ce7fc5,15:45.0,sean.anderson_CSUCIGIS,13:25.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:46,,,,,,,Construction/Rebuilding,,,,Buildmaster group again,-118.5774296,34.04451701,Rebuilding-Construction Sign,Rebuilding,positive,1,1
438,3650eb2f-68b7-4a2b-8deb-2979df6d6e5d,15:46.4,sean.anderson_CSUCIGIS,15:46.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:46,,,,,,,Construction/Rebuilding,,,,Seaview Homes,-118.5777952,34.04425826,Rebuilding-Construction Sign,Rebuilding,positive,1,1
439,4b3bb9c4-c374-4272-9a47-2078a52ce1e0,15:49.2,sean.anderson_CSUCIGIS,15:49.2,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:48,,,,,,,Trespass_Warning,,,,,-118.5752839,34.04464935,Security-Stay Away,Security-Negative,negative,1,1
440,06a79c63-c97f-4cd4-8423-017ad9c6e673,15:50.9,sean.anderson_CSUCIGIS,15:50.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:48,,,,,,,"Pro-Community,Construction/Rebuilding",,,,Letter Four. Building should be a peaceful partnership for all involved,-118.5769183,34.04387387,Rebuilding-Construction Sign,Rebuilding,positive,1,1
441,f98a4e7a-10f2-4877-a381-4d5b7b54cd02,15:53.7,sean.anderson_CSUCIGIS,15:53.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:50,,,,,,,For_Sale-Ad,,,,Compass For Sale,-118.5769643,34.04386101,For Sale,Sale Offer,negative,1,1
442,abed6c5b-77a0-4541-8ff0-5d9372cdfab8,15:54.9,sean.anderson_CSUCIGIS,15:54.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:51,,,,,,,Construction/Rebuilding,,,,,-118.5773756,34.04310027,Rebuilding-Construction Sign,Rebuilding,positive,1,1
443,d83b43a4-415e-4693-8421-a44a413a22f7,15:56.4,sean.anderson_CSUCIGIS,15:56.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:51,,,,,,,Construction/Rebuilding,,,,Luxury Develoment Inc,-118.5774192,34.04156432,Rebuilding-Construction Sign,Rebuilding,positive,1,1
444,91aa49f0-598a-41db-9de7-cb0547b11d39,15:58.0,sean.anderson_CSUCIGIS,15:58.0,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:53,,,,,,,Construction/Rebuilding,,,,Hunt Construction,-118.576128,34.04135919,Rebuilding-Construction Sign,Rebuilding,positive,1,1
445,2c514706-2d05-46eb-a331-8b327b2dd660,16:00.9,sean.anderson_CSUCIGIS,16:00.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:53,,,,,,,Trespass_Warning,,,,,-118.575457,34.04175251,Security-Stay Away,Security-Negative,negative,1,1
446,dd39673d-d415-4121-8c38-f652ede6b72b,16:02.3,sean.anderson_CSUCIGIS,16:02.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:54,,,,,,,"Pro-Community,Construction/Rebuilding",,,,Lightning Construction Neighborhood Integrity Pledge,-118.5751575,34.04193547,Rebuilding-Construction Sign,Rebuilding,positive,1,1
447,23923e97-50dd-431e-9459-c9d9ba646532,16:05.4,sean.anderson_CSUCIGIS,16:05.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:55,,,,,,,Construction/Rebuilding,,,,Helping to rebuild the Palisades,-118.5750556,34.04200227,Rebuilding-Construction Sign,Rebuilding,positive,1,1
448,1c5ac8d4-038f-42a0-8642-2654e9b666b2,16:07.0,sean.anderson_CSUCIGIS,16:07.0,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:55,,,,,,,Trespass_Warning,,,,,-118.5750681,34.04199189,Security-Stay Away,Security-Negative,negative,1,1
449,2350976d-99ed-4522-98e5-31d3cf063c8d,16:09.4,sean.anderson_CSUCIGIS,16:09.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:56,,,,,Private_Sector-other,,,,,,Zuma Construction Ad for services,-118.5738064,34.04245328,Contractor Ad,Ads-Neutral,neutral,1,1
450,117107bf-0b8e-41ef-9b81-d2c89ecbc6c0,16:10.8,sean.anderson_CSUCIGIS,16:10.8,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:57,,,,,other,Big Sunset Mesa HOA sign,,,,,,-118.573516,34.04254917,HOA Rules,Rebuilding,neutral,1,1
451,b25b2785-319f-441c-8732-6a791f4b7074,16:14.0,sean.anderson_CSUCIGIS,16:14.0,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 18:59,,,,,,,Construction/Rebuilding,,,,Empire Construction,-118.5553813,34.04146068,Rebuilding-Construction Sign,Rebuilding,positive,1,1
452,458243b3-4427-4dc5-a279-d272d9045ce7,16:16.1,sean.anderson_CSUCIGIS,16:16.1,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:06,,,,,,,Construction/Rebuilding,,,,Led Buikders,-118.5570368,34.04227521,Rebuilding-Construction Sign,Rebuilding,positive,1,1
453,34dc5789-88d6-4325-b819-05f119d8e0c0,16:19.7,sean.anderson_CSUCIGIS,16:19.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:07,,,,,,,Trespass_Warning,,,,,-118.5578037,34.04161827,Security-Stay Away,Security-Negative,negative,1,1
454,3e04cd79-ef52-441b-9e39-39d541f27b18,16:21.2,sean.anderson_CSUCIGIS,16:21.2,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:07,,,,,,,Trespass_Warning,,,,Lack Knigh Patrol,-118.5583896,34.04130263,Security-Stay Away,Security-Negative,negative,1,1
455,7aaa280a-261d-47c2-a1b6-187f9f5d2ec4,16:23.6,sean.anderson_CSUCIGIS,16:23.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:08,,,,,,,Trespass_Warning,,,,Warning: Neighborhoodwatch,-118.5596597,34.04185998,Security-Stay Away,Security-Negative,negative,1,1
456,282915bb-0825-46e0-bade-9b220f499a15,16:25.4,sean.anderson_CSUCIGIS,16:25.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:11,,,,,,,Trespass_Warning,,,,ACS Security,-118.5579423,34.04221456,Security-Stay Away,Security-Negative,negative,1,1
457,f7c8b082-1e73-422a-aa73-151bc83be8ef,16:26.8,sean.anderson_CSUCIGIS,16:26.8,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:12,,,,,,,Pro-Community,,,,"I’m going to score this as procommunity, but there is almost no pro-community signage here.  The starbuck’s billboard says “Welcone Back to Palisades”",-118.5516179,34.04487124,Commerce,Ads-Neutral,neutral,1,1
458,29852298-3d56-4247-91ba-65ce26bc396e,16:29.6,sean.anderson_CSUCIGIS,16:29.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:19,,,,,,,"Critical_of_Gov't,Critical_of_Bass,Critical_of_Newsom",,,,They Let Us Burn-Palisades Fire Residents Coalition,-118.5526741,34.04968674,Government Conspiracy,Negative Government,negative,1,1
459,53aac13e-f5d6-4ee0-9ebb-0fbf765ed2a5,16:32.5,sean.anderson_CSUCIGIS,16:32.5,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:24,,,,,,,"Critical_of_Newsom,Critical_of_Bass,Critical_of_Gov't",,,,They Let Us Burn,-118.5606792,34.06946666,Government Conspiracy,Negative Government,negative,1,1
460,fb5845b1-daf0-4b36-849e-2c207e5a96fa,16:33.3,sean.anderson_CSUCIGIS,16:33.3,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:29,Private_Security,,,,,,,,,,,-118.5582537,34.07093729,,,,1,1
461,eb49ad9c-ad08-4774-bc4f-70e95592377c,16:35.4,sean.anderson_CSUCIGIS,16:35.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:29,,,,,,,For_Sale-Ad,,,,,-118.5595678,34.07291801,For Sale,Sale Offer,negative,1,1
462,8f5bb17f-c556-4e1b-92ee-276c32b8ac5d,16:39.7,sean.anderson_CSUCIGIS,16:39.7,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:30,,,,,,,"Critical_of_Newsom,Critical_of_Bass,Critical_of_Gov't",,,,They Let Us Burn,-118.5650005,34.07608618,Government Conspiracy,Negative Government,negative,1,1
463,601e9e2e-1d32-47a8-9fe9-6295d06063a9,16:41.9,sean.anderson_CSUCIGIS,16:41.9,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:32,,,,,,,other,For Lease,,,,-118.5613068,34.07673114,For Lease,Lease Offer,positive,1,1
464,9cf824a7-f923-458f-8acf-844f9673f57e,16:44.6,sean.anderson_CSUCIGIS,16:44.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:34,,,,,,,Construction/Rebuilding,,,,Mackey Construction,-118.5599921,34.07576597,Rebuilding-Construction Sign,Rebuilding,positive,1,1
465,27b1a3a3-3707-4f84-b30c-d44cce4bd0b4,16:47.6,sean.anderson_CSUCIGIS,16:47.6,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:34,,,,,,,Trespass_Warning,,,,,-118.5564571,34.07498622,Security-Stay Away,Security-Negative,negative,1,1
466,52da19dc-20f4-4411-bd20-7a1aebefc125,16:50.4,sean.anderson_CSUCIGIS,16:50.4,sean.anderson_CSUCIGIS,Sean Anderson,,Palisades,,1/3/26 19:35,,,,,,,For_Sale-Ad,,,,,-118.5565227,34.07490379,For Sale,Sale Offer,negative,1,1
